Fair Market Rent,Price,County,State
582,582,Wayne County, KY
567,567,Montgomery County, KY
524,524,Taylor County, KY
564,564,Webster County, KY
582,582,Whitley County, KY
503,503,Wolfe County, KY
611,611,McCracken County, KY
503,503,Rockcastle County, KY
612,612,Rowan County, KY
529,529,Pulaski County, KY
690,690,Grant County, KY HUD Metro FMR Area
524,524,Allen County, KY HUD Metro FMR Area
503,503,Butler County, KY HUD Metro FMR Area
660,660,Bowling Green, KY HUD Metro FMR Area
642,642,Elizabethtown, KY HUD Metro FMR Area
603,603,Meade County, KY HUD Metro FMR Area
658,658,Shelby County, KY HUD Metro FMR Area
728,728,Lexington-Fayette, KY MSA
623,623,Owensboro, KY MSA
760,760,Louisville, KY-IN HUD Metro FMR Area
556,556,East Carroll Parish, LA
619,619,Evangeline Parish, LA
550,550,Franklin Parish, LA
600,600,Red River Parish, LA
550,550,Richland Parish, LA
584,584,Sabine Parish, LA
562,562,St. Landry Parish, LA
736,736,St. Mary Parish, LA
636,636,Tensas Parish, LA
780,780,Vernon Parish, LA
636,636,Washington Parish, LA
550,550,Allen Parish, LA
675,675,Assumption Parish, LA
668,668,Caldwell Parish, LA
618,618,Claiborne Parish, LA
611,611,Jackson Parish, LA
636,636,Jefferson Davis Parish, LA
584,584,Madison Parish, LA
634,634,Morehouse Parish, LA
643,643,Natchitoches Parish, LA
550,550,Avoyelles Parish, LA
635,635,Beauregard Parish, LA
636,636,Bienville Parish, LA
608,608,Catahoula Parish, LA
636,636,Concordia Parish, LA
680,680,Lincoln Parish, LA
550,550,West Carroll Parish, LA
550,550,Winn Parish, LA
580,580,La Salle Parish, LA
700,700,Iberville Parish, LA HUD Metro FMR Area
856,856,Baton Rouge, LA HUD Metro FMR Area
790,790,Lafayette, LA HUD Metro FMR Area
550,550,Acadia Parish, LA HUD Metro FMR Area
601,601,Iberia Parish, LA HUD Metro FMR Area
639,639,Vermilion Parish, LA HUD Metro FMR Area
899,899,New Orleans-Metairie, LA HUD Metro FMR Area
610,610,St. James Parish, LA HUD Metro FMR Area
715,715,Shreveport-Bossier City, LA HUD Metro FMR Area
584,584,Webster Parish, LA HUD Metro FMR Area
650,650,Alexandria, LA MSA
705,705,Houma-Thibodaux, LA MSA
674,674,Lake Charles, LA MSA
693,693,Hammond, LA MSA
610,610,Monroe, LA MSA
1733,1733,Dukes County, MA
1761,1761,Nantucket County, MA
892,892,Berkshire County, MA (part) HUD Metro FMR Area
1184,1184,Brockton, MA HUD Metro FMR Area
1193,1193,Lowell, MA HUD Metro FMR Area
996,996,Taunton-Mansfield-Norton, MA HUD Metro FMR Area
1240,1240,Easton-Raynham, MA HUD Metro FMR Area
818,818,New Bedford, MA HUD Metro FMR Area
916,916,Pittsfield, MA HUD Metro FMR Area
1134,1134,Worcester, MA HUD Metro FMR Area
961,961,Eastern Worcester County, MA HUD Metro FMR Area
812,812,Fitchburg-Leominster, MA HUD Metro FMR Area
741,741,Western Worcester County, MA HUD Metro FMR Area
972,972,Franklin County, MA HUD Nonmetro FMR Area
1265,1265,Barnstable Town, MA MSA
891,891,Springfield, MA MSA
1924,1924,Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area
1148,1148,Lawrence, MA-NH HUD Metro FMR Area
766,766,Kent County, MD
851,851,Talbot County, MD
711,711,Caroline County, MD
753,753,Dorchester County, MD
604,604,Garrett County, MD
683,683,Hagerstown, MD HUD Metro FMR Area
802,802,Salisbury, MD HUD Metro FMR Area
666,666,Somerset County, MD HUD Metro FMR Area
752,752,Worcester County, MD HUD Metro FMR Area
1115,1115,Baltimore-Columbia-Towson, MD MSA
1102,1102,California-Lexington Park, MD MSA
587,587,Cumberland, MD-WV MSA
605,605,Aroostook County, ME
628,628,Franklin County, ME
782,782,Hancock County, ME
741,741,Knox County, ME
727,727,Lincoln County, ME
636,636,Oxford County, ME
618,618,Piscataquis County, ME
677,677,Kennebec County, ME
606,606,Somerset County, ME
765,765,Waldo County, ME
603,603,Washington County, ME
658,658,Penobscot County, ME (part) HUD Metro FMR Area
930,930,Cumberland County, ME (part) HUD Metro FMR Area
936,936,York County, ME (part) HUD Metro FMR Area
826,826,Bangor, ME HUD Metro FMR Area
1229,1229,Portland, ME HUD Metro FMR Area
1118,1118,York-Kittery-South Berwick, ME HUD Metro FMR Area
892,892,Sagadahoc County, ME HUD Metro FMR Area
737,737,Lewiston-Auburn, ME MSA
614,614,Ontonagon County, MI
569,569,Osceola County, MI
620,620,Oscoda County, MI
656,656,Otsego County, MI
578,578,Presque Isle County, MI
582,582,Roscommon County, MI
583,583,St. Joseph County, MI
617,617,Mecosta County, MI
634,634,Menominee County, MI
630,630,Missaukee County, MI
587,587,Montmorency County, MI
607,607,Newaygo County, MI
557,557,Oceana County, MI
644,644,Ogemaw County, MI
570,570,Gladwin County, MI
611,611,Gogebic County, MI
847,847,Grand Traverse County, MI
557,557,Gratiot County, MI
607,607,Hillsdale County, MI
582,582,Houghton County, MI
559,559,Huron County, MI
631,631,Dickinson County, MI
584,584,Wexford County, MI
557,557,Schoolcraft County, MI
578,578,Shiawassee County, MI
600,600,Manistee County, MI
624,624,Marquette County, MI
640,640,Ionia County, MI
644,644,Iosco County, MI
598,598,Iron County, MI
653,653,Isabella County, MI
562,562,Kalkaska County, MI
566,566,Keweenaw County, MI
610,610,Mason County, MI
557,557,Sanilac County, MI
600,600,Tuscola County, MI
644,644,Alcona County, MI
591,591,Alger County, MI
709,709,Leelanau County, MI
610,610,Lenawee County, MI
670,670,Allegan County, MI
606,606,Alpena County, MI
634,634,Antrim County, MI
588,588,Arenac County, MI
557,557,Baraga County, MI
658,658,Benzie County, MI
625,625,Branch County, MI
625,625,Charlevoix County, MI
584,584,Chippewa County, MI
557,557,Lake County, MI
619,619,Luce County, MI
644,644,Mackinac County, MI
558,558,Cheboygan County, MI
557,557,Clare County, MI
596,596,Crawford County, MI
583,583,Delta County, MI
665,665,Emmet County, MI
817,817,Grand Rapids-Wyoming, MI HUD Metro FMR Area
822,822,Holland-Grand Haven, MI HUD Metro FMR Area
690,690,Barry County, MI HUD Metro FMR Area
643,643,Montcalm County, MI HUD Metro FMR Area
821,821,Detroit-Warren-Livonia, MI HUD Metro FMR Area
881,881,Livingston County, MI HUD Metro FMR Area
609,609,Cass County, MI HUD Metro FMR Area
1043,1043,Ann Arbor, MI MSA
661,661,Battle Creek, MI MSA
589,589,Bay City, MI MSA
609,609,Flint, MI MSA
709,709,Jackson, MI MSA
705,705,Kalamazoo-Portage, MI MSA
740,740,Lansing-East Lansing, MI MSA
626,626,Muskegon, MI MSA
619,619,Niles-Benton Harbor, MI MSA
627,627,Midland, MI MSA
691,691,Monroe, MI MSA
632,632,Saginaw, MI MSA
624,624,Kanabec County, MN
597,597,Kandiyohi County, MN
558,558,Kittson County, MN
557,557,Lac qui Parle County, MN
592,592,Lake County, MN
565,565,Jackson County, MN
557,557,Big Stone County, MN
557,557,Pennington County, MN
565,565,Lincoln County, MN
557,557,Lyon County, MN
567,567,McLeod County, MN
631,631,Mahnomen County, MN
557,557,Marshall County, MN
557,557,Martin County, MN
573,573,Meeker County, MN
557,557,Morrison County, MN
585,585,Mower County, MN
557,557,Murray County, MN
557,557,Nobles County, MN
557,557,Otter Tail County, MN
611,611,Pine County, MN
636,636,Pipestone County, MN
557,557,Pope County, MN
606,606,Red Lake County, MN
644,644,Redwood County, MN
622,622,Renville County, MN
686,686,Rice County, MN
557,557,Rock County, MN
557,557,Koochiching County, MN
606,606,Winona County, MN
560,560,Yellow Medicine County, MN
557,557,Roseau County, MN
584,584,Steele County, MN
644,644,Stevens County, MN
586,586,Brown County, MN
560,560,Cass County, MN
572,572,Chippewa County, MN
557,557,Swift County, MN
580,580,Todd County, MN
557,557,Traverse County, MN
557,557,Aitkin County, MN
588,588,Becker County, MN
604,604,Beltrami County, MN
557,557,Clearwater County, MN
644,644,Cook County, MN
579,579,Cottonwood County, MN
601,601,Crow Wing County, MN
575,575,Douglas County, MN
557,557,Faribault County, MN
557,557,Freeborn County, MN
620,620,Goodhue County, MN
610,610,Grant County, MN
557,557,Hubbard County, MN
604,604,Itasca County, MN
571,571,Lake of the Woods County, MN
587,587,Norman County, MN
620,620,Wadena County, MN
560,560,Waseca County, MN
644,644,Watonwan County, MN
557,557,Wilkin County, MN
789,789,Rochester, MN HUD Metro FMR Area
557,557,Fillmore County, MN HUD Metro FMR Area
616,616,Wabasha County, MN HUD Metro FMR Area
709,709,Le Sueur County, MN HUD Metro FMR Area
710,710,Mille Lacs County, MN HUD Metro FMR Area
660,660,Sibley County, MN HUD Metro FMR Area
732,732,Mankato-North Mankato, MN MSA
671,671,St. Cloud, MN MSA
1054,1054,Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area
671,671,Duluth, MN-WI MSA
513,513,Perry County, MO
573,573,Pettis County, MO
556,556,Phelps County, MO
533,533,Pike County, MO
502,502,Putnam County, MO
650,650,Pulaski County, MO
507,507,Harrison County, MO
547,547,Henry County, MO
502,502,Hickory County, MO
502,502,Atchison County, MO
512,512,Audrain County, MO
502,502,Barry County, MO
581,581,Barton County, MO
502,502,Benton County, MO
508,508,Butler County, MO
502,502,Laclede County, MO
517,517,Lawrence County, MO
502,502,Adair County, MO
502,502,Wright County, MO
502,502,Dunklin County, MO
502,502,Holt County, MO
524,524,Howard County, MO
502,502,Howell County, MO
560,560,Iron County, MO
565,565,Johnson County, MO
502,502,Knox County, MO
502,502,Lewis County, MO
514,514,Linn County, MO
518,518,Livingston County, MO
513,513,Macon County, MO
525,525,Madison County, MO
551,551,Camden County, MO
502,502,Carroll County, MO
503,503,Carter County, MO
541,541,Cedar County, MO
519,519,Chariton County, MO
502,502,Clark County, MO
541,541,Crawford County, MO
511,511,Dade County, MO
502,502,Daviess County, MO
502,502,Dent County, MO
502,502,Douglas County, MO
502,502,Gasconade County, MO
524,524,Nodaway County, MO
512,512,Oregon County, MO
581,581,Maries County, MO
544,544,Marion County, MO
502,502,Mercer County, MO
572,572,Miller County, MO
502,502,Mississippi County, MO
502,502,Monroe County, MO
502,502,Gentry County, MO
502,502,Grundy County, MO
506,506,St. Francois County, MO
574,574,Ralls County, MO
502,502,Randolph County, MO
536,536,Ozark County, MO
512,512,Pemiscot County, MO
502,502,Montgomery County, MO
544,544,Morgan County, MO
502,502,Saline County, MO
502,502,Schuyler County, MO
502,502,Scotland County, MO
528,528,Scott County, MO
502,502,Shannon County, MO
502,502,Shelby County, MO
502,502,Stoddard County, MO
542,542,Stone County, MO
502,502,Reynolds County, MO
512,512,Ripley County, MO
504,504,St. Clair County, MO
541,541,Ste. Genevieve County, MO
521,521,Sullivan County, MO
605,605,Taney County, MO
502,502,Texas County, MO
502,502,New Madrid County, MO
528,528,Vernon County, MO
502,502,Washington County, MO
502,502,Wayne County, MO
502,502,Worth County, MO
518,518,Cooper County, MO
581,581,McDonald County, MO HUD Metro FMR Area
546,546,Jefferson City, MO HUD Metro FMR Area
568,568,Callaway County, MO HUD Metro FMR Area
502,502,Moniteau County, MO HUD Metro FMR Area
536,536,Bates County, MO HUD Metro FMR Area
595,595,Springfield, MO HUD Metro FMR Area
581,581,Dallas County, MO HUD Metro FMR Area
528,528,Polk County, MO HUD Metro FMR Area
722,722,Columbia, MO MSA
611,611,Joplin, MO MSA
731,731,St. Louis, MO-IL HUD Metro FMR Area
612,612,Cape Girardeau, MO-IL MSA
857,857,Kansas City, MO-KS HUD Metro FMR Area
620,620,St. Joseph, MO-KS MSA
536,536,Jefferson County, MS
600,600,Jefferson Davis County, MS
572,572,Jones County, MS
519,519,Kemper County, MS
519,519,Issaquena County, MS
593,593,Itawamba County, MS
538,538,Jasper County, MS
519,519,Alcorn County, MS
573,573,Sunflower County, MS
581,581,Adams County, MS
538,538,Amite County, MS
593,593,Attala County, MS
535,535,Bolivar County, MS
555,555,Calhoun County, MS
519,519,Tallahatchie County, MS
600,600,Tippah County, MS
600,600,Tishomingo County, MS
600,600,Union County, MS
519,519,Franklin County, MS
552,552,George County, MS
538,538,Carroll County, MS
519,519,Chickasaw County, MS
559,559,Choctaw County, MS
536,536,Clarke County, MS
538,538,Clay County, MS
553,553,Monroe County, MS
600,600,Coahoma County, MS
548,548,Covington County, MS
564,564,Washington County, MS
536,536,Wayne County, MS
600,600,Webster County, MS
555,555,Walthall County, MS
552,552,Warren County, MS
536,536,Wilkinson County, MS
519,519,Winston County, MS
519,519,Yalobusha County, MS
521,521,Greene County, MS
519,519,Grenada County, MS
519,519,Holmes County, MS
582,582,Lowndes County, MS
600,600,Humphreys County, MS
539,539,Leflore County, MS
530,530,Lincoln County, MS
553,553,Marion County, MS
536,536,Montgomery County, MS
548,548,Neshoba County, MS
533,533,Newton County, MS
528,528,Noxubee County, MS
707,707,Oktibbeha County, MS
781,781,Lafayette County, MS
583,583,Lauderdale County, MS
665,665,Lawrence County, MS
523,523,Leake County, MS
579,579,Panola County, MS
596,596,Pearl River County, MS
597,597,Pike County, MS
519,519,Pontotoc County, MS
529,529,Prentiss County, MS
519,519,Quitman County, MS
536,536,Scott County, MS
536,536,Sharkey County, MS
519,519,Smith County, MS
536,536,Stone County, MS
612,612,Lee County, MS
588,588,Claiborne County, MS
701,701,Gulfport-Biloxi, MS HUD Metro FMR Area
700,700,Pascagoula, MS HUD Metro FMR Area
794,794,Jackson, MS HUD Metro FMR Area
571,571,Yazoo County, MS HUD Metro FMR Area
676,676,Simpson County, MS HUD Metro FMR Area
600,600,Benton County, MS HUD Metro FMR Area
615,615,Marshall County, MS HUD Metro FMR Area
604,604,Tate County, MS HUD Metro FMR Area
714,714,Tunica County, MS HUD Metro FMR Area
716,716,Hattiesburg, MS MSA
799,799,Madison County, MT
576,576,Meagher County, MT
644,644,Mineral County, MT
643,643,Beaverhead County, MT
645,645,Sheridan County, MT
696,696,Silver Bow County, MT
668,668,Big Horn County, MT
644,644,Carter County, MT
572,572,Chouteau County, MT
708,708,Musselshell County, MT
651,651,Custer County, MT
619,619,Daniels County, MT
877,877,Dawson County, MT
638,638,Deer Lodge County, MT
710,710,Fallon County, MT
656,656,Fergus County, MT
735,735,Flathead County, MT
561,561,Garfield County, MT
557,557,Glacier County, MT
557,557,Granite County, MT
663,663,Hill County, MT
690,690,Jefferson County, MT
561,561,Judith Basin County, MT
656,656,Lake County, MT
774,774,Lewis and Clark County, MT
644,644,Liberty County, MT
609,609,Lincoln County, MT
583,583,McCone County, MT
845,845,Gallatin County, MT
750,750,Park County, MT
700,700,Petroleum County, MT
561,561,Phillips County, MT
636,636,Pondera County, MT
557,557,Powder River County, MT
557,557,Powell County, MT
700,700,Prairie County, MT
647,647,Ravalli County, MT
728,728,Richland County, MT
607,607,Roosevelt County, MT
644,644,Rosebud County, MT
572,572,Sanders County, MT
644,644,Blaine County, MT
648,648,Broadwater County, MT
645,645,Stillwater County, MT
670,670,Sweet Grass County, MT
598,598,Teton County, MT
630,630,Toole County, MT
700,700,Treasure County, MT
608,608,Valley County, MT
561,561,Wheatland County, MT
700,700,Wibaux County, MT
569,569,Golden Valley County, MT HUD Metro FMR Area
725,725,Billings, MT HUD Metro FMR Area
613,613,Great Falls, MT MSA
772,772,Missoula, MT MSA
597,597,Hyde County, NC
620,620,Jackson County, NC
682,682,Lee County, NC
537,537,Montgomery County, NC
526,526,Northampton County, NC
625,625,Pasquotank County, NC
660,660,Perquimans County, NC
630,630,Polk County, NC
608,608,Richmond County, NC
526,526,Robeson County, NC
526,526,Rutherford County, NC
588,588,McDowell County, NC
625,625,Macon County, NC
541,541,Martin County, NC
526,526,Mitchell County, NC
687,687,Moore County, NC
535,535,Ashe County, NC
582,582,Beaufort County, NC
533,533,Bertie County, NC
526,526,Bladen County, NC
873,873,Camden County, NC
642,642,Carteret County, NC
608,608,Caswell County, NC
548,548,Cherokee County, NC
537,537,Anson County, NC
665,665,Clay County, NC
545,545,Cleveland County, NC
550,550,Columbus County, NC
852,852,Dare County, NC
530,530,Duplin County, NC
540,540,Graham County, NC
526,526,Alleghany County, NC
599,599,Avery County, NC
647,647,Chowan County, NC
630,630,Granville County, NC
526,526,Greene County, NC
568,568,Halifax County, NC
526,526,Sampson County, NC
526,526,Scotland County, NC
608,608,Swain County, NC
536,536,Transylvania County, NC
588,588,Tyrrell County, NC
599,599,Harnett County, NC
583,583,Hertford County, NC
682,682,Wilson County, NC
550,550,Yancey County, NC
555,555,Washington County, NC
574,574,Stanly County, NC
545,545,Surry County, NC
660,660,Watauga County, NC
543,543,Wilkes County, NC
608,608,Vance County, NC
526,526,Warren County, NC
567,567,Lenoir County, NC
1099,1099,Asheville, NC HUD Metro FMR Area
726,726,Haywood County, NC HUD Metro FMR Area
810,810,Iredell County, NC HUD Metro FMR Area
682,682,Lincoln County, NC HUD Metro FMR Area
724,724,Rowan County, NC HUD Metro FMR Area
974,974,Durham-Chapel Hill, NC HUD Metro FMR Area
574,574,Person County, NC HUD Metro FMR Area
750,750,Greensboro-High Point, NC HUD Metro FMR Area
537,537,Rockingham County, NC HUD Metro FMR Area
743,743,Fayetteville, NC HUD Metro FMR Area
641,641,Hoke County, NC HUD Metro FMR Area
750,750,Craven County, NC HUD Metro FMR Area
558,558,Jones County, NC HUD Metro FMR Area
628,628,Pamlico County, NC HUD Metro FMR Area
720,720,Brunswick County, NC HUD Metro FMR Area
873,873,Wilmington, NC HUD Metro FMR Area
692,692,Pender County, NC HUD Metro FMR Area
670,670,Winston-Salem, NC HUD Metro FMR Area
562,562,Davidson County, NC HUD Metro FMR Area
630,630,Gates County, NC HUD Metro FMR Area
682,682,Burlington, NC MSA
628,628,Goldsboro, NC MSA
560,560,Hickory-Lenoir-Morganton, NC MSA
704,704,Greenville, NC MSA
721,721,Jacksonville, NC MSA
1053,1053,Raleigh, NC MSA
604,604,Rocky Mount, NC MSA
1010,1010,Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area
557,557,Emmons County, ND
644,644,Foster County, ND
593,593,Eddy County, ND
557,557,Dickey County, ND
593,593,Divide County, ND
791,791,Dunn County, ND
739,739,Ward County, ND
557,557,Stutsman County, ND
557,557,Towner County, ND
598,598,Traill County, ND
558,558,Walsh County, ND
565,565,Adams County, ND
574,574,Barnes County, ND
644,644,Benson County, ND
644,644,Wells County, ND
694,694,Williams County, ND
644,644,McIntosh County, ND
824,824,McKenzie County, ND
557,557,McLean County, ND
643,643,Mercer County, ND
557,557,Pierce County, ND
644,644,Ramsey County, ND
557,557,Ransom County, ND
557,557,Renville County, ND
557,557,Richland County, ND
644,644,Rolette County, ND
619,619,Sargent County, ND
593,593,Sheridan County, ND
593,593,Slope County, ND
771,771,Stark County, ND
557,557,Steele County, ND
595,595,Golden Valley County, ND
577,577,Grant County, ND
557,557,Griggs County, ND
593,593,Hettinger County, ND
644,644,Kidder County, ND
557,557,LaMoure County, ND
565,565,Logan County, ND
644,644,McHenry County, ND
673,673,Mountrail County, ND
644,644,Nelson County, ND
644,644,Pembina County, ND
593,593,Billings County, ND
557,557,Bottineau County, ND
557,557,Bowman County, ND
608,608,Burke County, ND
644,644,Cavalier County, ND
719,719,Bismarck, ND HUD Metro FMR Area
716,716,Oliver County, ND HUD Metro FMR Area
557,557,Sioux County, ND HUD Metro FMR Area
712,712,Fargo, ND-MN MSA
694,694,Grand Forks, ND-MN MSA
603,603,Cuming County, NE
577,577,Butler County, NE
557,557,Frontier County, NE
644,644,Boyd County, NE
557,557,Brown County, NE
557,557,Burt County, NE
557,557,Cedar County, NE
644,644,Chase County, NE
587,587,Cherry County, NE
587,587,Cheyenne County, NE
640,640,Clay County, NE
572,572,Colfax County, NE
582,582,Adams County, NE
601,601,Antelope County, NE
557,557,Custer County, NE
565,565,Dawes County, NE
579,579,Dawson County, NE
567,567,Deuel County, NE
641,641,Dodge County, NE
557,557,Dundy County, NE
631,631,Fillmore County, NE
557,557,Franklin County, NE
565,565,Arthur County, NE
561,561,Banner County, NE
557,557,Blaine County, NE
557,557,Boone County, NE
557,557,Box Butte County, NE
557,557,Furnas County, NE
557,557,Gage County, NE
598,598,Garden County, NE
612,612,Garfield County, NE
644,644,Gosper County, NE
561,561,Grant County, NE
557,557,Greeley County, NE
557,557,Harlan County, NE
557,557,Hayes County, NE
557,557,Hitchcock County, NE
561,561,McPherson County, NE
644,644,Phelps County, NE
595,595,Pierce County, NE
609,609,Platte County, NE
568,568,Polk County, NE
559,559,Red Willow County, NE
579,579,Richardson County, NE
568,568,Madison County, NE
606,606,Morrill County, NE
573,573,Nance County, NE
644,644,Holt County, NE
557,557,Hooker County, NE
562,562,Nemaha County, NE
625,625,Nuckolls County, NE
599,599,Otoe County, NE
557,557,Pawnee County, NE
644,644,Perkins County, NE
557,557,Rock County, NE
623,623,Saline County, NE
582,582,Scotts Bluff County, NE
644,644,Kimball County, NE
557,557,Knox County, NE
560,560,Lincoln County, NE
557,557,Logan County, NE
561,561,Wheeler County, NE
611,611,York County, NE
644,644,Sheridan County, NE
557,557,Sherman County, NE
557,557,Sioux County, NE
703,703,Stanton County, NE
601,601,Thayer County, NE
573,573,Thomas County, NE
561,561,Loup County, NE
557,557,Jefferson County, NE
557,557,Johnson County, NE
557,557,Keya Paha County, NE
668,668,Kearney County, NE
557,557,Keith County, NE
557,557,Thurston County, NE
557,557,Valley County, NE
557,557,Wayne County, NE
557,557,Webster County, NE
557,557,Hamilton County, NE HUD Metro FMR Area
557,557,Howard County, NE HUD Metro FMR Area
557,557,Merrick County, NE HUD Metro FMR Area
628,628,Hall County, NE HUD Metro FMR Area
675,675,Lincoln, NE HUD Metro FMR Area
557,557,Seward County, NE HUD Metro FMR Area
590,590,Saunders County, NE HUD Metro FMR Area
798,798,Omaha-Council Bluffs, NE-IA HUD Metro FMR Area
819,819,Sullivan County, NH
851,851,Carroll County, NH
823,823,Cheshire County, NH
685,685,Coos County, NH
834,834,Grafton County, NH
916,916,Merrimack County, NH
829,829,Belknap County, NH
935,935,Hillsborough County, NH (part) HUD Metro FMR Area
1160,1160,Western Rockingham County, NH HUD Metro FMR Area
1033,1033,Portsmouth-Rochester, NH HUD Metro FMR Area
1038,1038,Manchester, NH HUD Metro FMR Area
1147,1147,Nashua, NH HUD Metro FMR Area
1037,1037,Warren County, NJ HUD Metro FMR Area
1503,1503,Bergen-Passaic, NJ HUD Metro FMR Area
1686,1686,Jersey City, NJ HUD Metro FMR Area
1371,1371,Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area
1291,1291,Monmouth-Ocean, NJ HUD Metro FMR Area
1358,1358,Newark, NJ HUD Metro FMR Area
1108,1108,Atlantic City-Hammonton, NJ MSA
1069,1069,Ocean City, NJ MSA
1170,1170,Trenton, NJ MSA
1037,1037,Vineland-Bridgeton, NJ MSA
586,586,Quay County, NM
678,678,Rio Arriba County, NM
653,653,Roosevelt County, NM
571,571,Sierra County, NM
847,847,Eddy County, NM
668,668,Grant County, NM
627,627,Guadalupe County, NM
583,583,Harding County, NM
576,576,Hidalgo County, NM
779,779,Lea County, NM
677,677,San Miguel County, NM
596,596,Socorro County, NM
760,760,Taos County, NM
557,557,Union County, NM
686,686,Chaves County, NM
655,655,Cibola County, NM
587,587,Colfax County, NM
703,703,Curry County, NM
664,664,De Baca County, NM
696,696,Lincoln County, NM
944,944,Los Alamos County, NM
557,557,Luna County, NM
664,664,Otero County, NM
645,645,McKinley County, NM
664,664,Mora County, NM
583,583,Catron County, NM
770,770,Albuquerque, NM MSA
695,695,Farmington, NM MSA
603,603,Las Cruces, NM MSA
940,940,Santa Fe, NM MSA
711,711,Humboldt County, NV
710,710,Lander County, NV
606,606,Lincoln County, NV
634,634,Lyon County, NV
634,634,Mineral County, NV
624,624,Nye County, NV
627,627,Churchill County, NV
830,830,Douglas County, NV
795,795,Elko County, NV
557,557,Esmeralda County, NV
668,668,Eureka County, NV
557,557,Pershing County, NV
652,652,White Pine County, NV
788,788,Carson City, NV MSA
937,937,Las Vegas-Henderson-Paradise, NV MSA
964,964,Reno, NV MSA
733,733,Cortland County, NY
696,696,Genesee County, NY
834,834,Greene County, NY
701,701,Seneca County, NY
700,700,Hamilton County, NY
669,669,Lewis County, NY
711,711,Montgomery County, NY
737,737,Otsego County, NY
693,693,St. Lawrence County, NY
631,631,Schuyler County, NY
685,685,Cayuga County, NY
650,650,Delaware County, NY
719,719,Essex County, NY
680,680,Franklin County, NY
694,694,Fulton County, NY
592,592,Allegany County, NY
607,607,Cattaraugus County, NY
697,697,Clinton County, NY
855,855,Columbia County, NY
657,657,Steuben County, NY
823,823,Sullivan County, NY
574,574,Wyoming County, NY
611,611,Chautauqua County, NY
646,646,Chenango County, NY
805,805,Rochester, NY HUD Metro FMR Area
667,667,Yates County, NY HUD Metro FMR Area
1160,1160,Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area
1659,1659,Nassau-Suffolk, NY HUD Metro FMR Area
1801,1801,New York, NY HUD Metro FMR Area
912,912,Albany-Schenectady-Troy, NY MSA
654,654,Binghamton, NY MSA
772,772,Buffalo-Cheektowaga-Niagara Falls, NY MSA
733,733,Elmira, NY MSA
794,794,Glens Falls, NY MSA
1048,1048,Ithaca, NY MSA
1020,1020,Kingston, NY MSA
625,625,Utica-Rome, NY MSA
729,729,Syracuse, NY MSA
794,794,Watertown-Fort Drum, NY MSA
1619,1619,Westchester County, NY Statutory Exception Area
644,644,Scioto County, OH
594,594,Seneca County, OH
614,614,Shelby County, OH
606,606,Tuscarawas County, OH
559,559,Van Wert County, OH
644,644,Vinton County, OH
576,576,Washington County, OH
604,604,Wayne County, OH
586,586,Williams County, OH
579,579,Wyandot County, OH
605,605,Crawford County, OH
605,605,Adams County, OH
564,564,Ashland County, OH
644,644,Meigs County, OH
557,557,Mercer County, OH
583,583,Darke County, OH
561,561,Defiance County, OH
633,633,Erie County, OH
610,610,Fayette County, OH
580,580,Gallia County, OH
590,590,Highland County, OH
557,557,Holmes County, OH
568,568,Huron County, OH
558,558,Jackson County, OH
610,610,Knox County, OH
606,606,Logan County, OH
619,619,Marion County, OH
557,557,Ashtabula County, OH
739,739,Athens County, OH
583,583,Auglaize County, OH
581,581,Champaign County, OH
610,610,Clinton County, OH
627,627,Columbiana County, OH
560,560,Coshocton County, OH
562,562,Guernsey County, OH
625,625,Hancock County, OH
586,586,Hardin County, OH
588,588,Harrison County, OH
644,644,Henry County, OH
632,632,Paulding County, OH
605,605,Pike County, OH
572,572,Preble County, OH
612,612,Putnam County, OH
623,623,Ross County, OH
644,644,Monroe County, OH
644,644,Morgan County, OH
579,579,Muskingum County, OH
644,644,Noble County, OH
633,633,Ottawa County, OH
598,598,Sandusky County, OH
560,560,Brown County, OH HUD Metro FMR Area
827,827,Columbus, OH HUD Metro FMR Area
567,567,Hocking County, OH HUD Metro FMR Area
557,557,Perry County, OH HUD Metro FMR Area
820,820,Union County, OH HUD Metro FMR Area
585,585,Youngstown-Warren-Boardman, OH HUD Metro FMR Area
664,664,Akron, OH MSA
705,705,Cleveland-Elyria, OH MSA
570,570,Canton-Massillon, OH MSA
647,647,Dayton, OH MSA
615,615,Lima, OH MSA
557,557,Mansfield, OH MSA
613,613,Toledo, OH MSA
612,612,Springfield, OH MSA
698,698,Cincinnati, OH-KY-IN  HUD Metro FMR Area
552,552,Kiowa County, OK
571,571,Latimer County, OK
591,591,Love County, OK
556,556,McCurtain County, OK
639,639,McIntosh County, OK
582,582,Adair County, OK
571,571,Alfalfa County, OK
552,552,Atoka County, OK
570,570,Beaver County, OK
639,639,Washita County, OK
645,645,Woods County, OK
679,679,Woodward County, OK
631,631,Beckham County, OK
552,552,Blaine County, OK
571,571,Bryan County, OK
552,552,Caddo County, OK
649,649,Carter County, OK
586,586,Cherokee County, OK
552,552,Choctaw County, OK
570,570,Cimarron County, OK
570,570,Harper County, OK
